CLNDR_DT,Revenue,CLNDR_DT_MONTHSEQ,Auth_Date,Auth_Date_MonthSeq,Category,project
28-02-2021,0,146,30-06-2020,138,Area1,Project168
31-03-2021,0,147,30-06-2020,138,Area1,Project168
30-04-2021,0,148,30-06-2020,138,Area1,Project168
31-05-2021,0,149,30-06-2020,138,Area1,Project168
31-05-2020,0,137,31-05-2020,137,Area3,Project6430
30-06-2020,0,138,31-05-2020,137,Area3,Project6430
31-07-2020,5005.997924,139,31-05-2020,137,Area3,Project6430
31-08-2020,9944.418741,140,31-05-2020,137,Area3,Project6430
30-09-2020,10414,141,31-05-2020,137,Area3,Project6430
31-10-2020,18452.78679,142,31-05-2020,137,Area3,Project6430
30-11-2020,13685.02258,143,31-05-2020,137,Area3,Project6430
31-12-2020,13711.35026,144,31-05-2020,137,Area3,Project6430
31-01-2021,20944.08559,145,31-05-2020,137,Area3,Project6430
28-02-2021,16098.95359,146,31-05-2020,137,Area3,Project6430
31-03-2021,1509.514019,147,31-05-2020,137,Area3,Project6430
30-04-2021,5155.127675,148,31-05-2020,137,Area3,Project6430
31-05-2020,0,137,31-05-2020,137,Area3,Project455
30-06-2020,22068.73854,138,31-05-2020,137,Area3,Project455
31-07-2020,14891.81444,139,31-05-2020,137,Area3,Project455
31-08-2020,-1990.268131,140,31-05-2020,137,Area3,Project455
30-09-2020,0,141,31-05-2020,137,Area3,Project455
31-10-2020,224.1730675,142,31-05-2020,137,Area3,Project455
30-11-2020,-50.76362078,143,31-05-2020,137,Area3,Project455
31-12-2020,0,144,31-05-2020,137,Area3,Project455
31-01-2021,-24.7459727,145,31-05-2020,137,Area3,Project455
28-02-2021,0,146,31-05-2020,137,Area3,Project455
31-03-2021,0,147,31-05-2020,137,Area3,Project455
30-04-2021,0,148,31-05-2020,137,Area3,Project455
30-06-2020,0,138,30-06-2020,138,Area1,Project12579
31-07-2020,39395.02504,139,30-06-2020,138,Area1,Project12579
31-08-2020,42385.3125,140,30-06-2020,138,Area1,Project12579
30-09-2020,44003.97211,141,30-06-2020,138,Area1,Project12579
31-10-2020,52394.0388,142,30-06-2020,138,Area1,Project12579
30-11-2020,44125.71608,143,30-06-2020,138,Area1,Project12579
31-12-2020,49764.76013,144,30-06-2020,138,Area1,Project12579
31-12-2020,0,144,30-11-2020,143,Area6,Project5431
31-01-2021,0,145,30-11-2020,143,Area6,Project5431
28-02-2021,0,146,30-11-2020,143,Area6,Project5431
31-03-2021,0,147,30-11-2020,143,Area6,Project5431
30-04-2021,0,148,30-11-2020,143,Area6,Project5431
31-05-2021,13505.54,149,30-11-2020,143,Area6,Project5431
30-06-2021,48807.63271,150,30-11-2020,143,Area6,Project5431
31-07-2021,50991.0381,151,30-11-2020,143,Area6,Project5431
31-08-2021,75206.34777,152,30-11-2020,143,Area6,Project5431
30-09-2021,78461.5238,153,30-11-2020,143,Area6,Project5431
31-10-2021,27400.854,154,30-11-2020,143,Area6,Project5431
31-01-2021,26646.22,145,31-01-2021,145,Area5,Project13733
28-02-2021,117031.5019,146,31-01-2021,145,Area5,Project13733
31-03-2021,272730.5484,147,31-01-2021,145,Area5,Project13733
30-04-2021,160730.9235,148,31-01-2021,145,Area5,Project13733
31-05-2021,93565.72113,149,31-01-2021,145,Area5,Project13733
30-06-2021,128307.5361,150,31-01-2021,145,Area5,Project13733
31-07-2021,113162.7232,151,31-01-2021,145,Area5,Project13733
31-08-2021,113930.2535,152,31-01-2021,145,Area5,Project13733
30-09-2021,226239.0799,153,31-01-2021,145,Area5,Project13733
31-10-2021,242705.268,154,31-01-2021,145,Area5,Project13733
30-11-2021,256755.5353,155,31-01-2021,145,Area5,Project13733
31-12-2021,171986.7092,156,31-01-2021,145,Area5,Project13733
28-02-2023,2902.5,170,28-02-2023,170,Area5,Project13734
31-03-2023,4030.994792,171,28-02-2023,170,Area5,Project13734
30-04-2023,2292.719016,172,28-02-2023,170,Area5,Project13734
31-05-2023,815.6931502,173,28-02-2023,170,Area5,Project13734
30-06-2023,23469.2582,174,28-02-2023,170,Area5,Project13734
31-12-2023,0,180,28-02-2023,170,Area5,Project13734
31-05-2021,1209.658128,149,31-05-2021,149,Area2,Project2307
30-06-2021,0,150,31-05-2021,149,Area2,Project2307
31-01-2021,0,145,31-01-2021,145,Area1,Project10905
28-02-2021,110923.6595,146,31-01-2021,145,Area1,Project10905
31-03-2021,175803.3333,147,31-01-2021,145,Area1,Project10905
30-04-2021,236977.1939,148,31-01-2021,145,Area1,Project10905
31-05-2021,190375.7752,149,31-01-2021,145,Area1,Project10905
30-06-2021,279302.1585,150,31-01-2021,145,Area1,Project10905
31-07-2021,236542.6546,151,31-01-2021,145,Area1,Project10905
31-08-2021,257325.1897,152,31-01-2021,145,Area1,Project10905
30-09-2021,340645.6691,153,31-01-2021,145,Area1,Project10905
31-10-2021,367366.4449,154,31-01-2021,145,Area1,Project10905
30-11-2021,478228.0435,155,31-01-2021,145,Area1,Project10905
31-12-2021,485978.3276,156,31-01-2021,145,Area1,Project10905
30-11-2020,0,143,30-11-2020,143,Area5,Project12263
31-12-2020,0,144,30-11-2020,143,Area5,Project12263
31-01-2021,384527.0626,145,30-11-2020,143,Area5,Project12263
28-02-2021,533189.8795,146,30-11-2020,143,Area5,Project12263
31-03-2021,965599.3727,147,30-11-2020,143,Area5,Project12263
30-04-2021,1223169.649,148,30-11-2020,143,Area5,Project12263
31-05-2021,766209.1667,149,30-11-2020,143,Area5,Project12263
30-06-2021,1144217.761,150,30-11-2020,143,Area5,Project12263
31-07-2021,614109.0185,151,30-11-2020,143,Area5,Project12263
31-08-2021,508351.8641,152,30-11-2020,143,Area5,Project12263
30-09-2021,967259.3548,153,30-11-2020,143,Area5,Project12263
31-10-2021,797854.8472,154,30-11-2020,143,Area5,Project12263
30-11-2020,0,143,30-11-2020,143,Area5,Project12384
31-12-2020,0,144,30-11-2020,143,Area5,Project12384
31-01-2021,246494.595,145,30-11-2020,143,Area5,Project12384
28-02-2021,143606.6809,146,30-11-2020,143,Area5,Project12384
31-03-2021,199567.6651,147,30-11-2020,143,Area5,Project12384
30-04-2021,334744.9151,148,30-11-2020,143,Area5,Project12384
31-05-2021,206624.5862,149,30-11-2020,143,Area5,Project12384
30-06-2021,408965.2955,150,30-11-2020,143,Area5,Project12384
31-07-2021,267411.2223,151,30-11-2020,143,Area5,Project12384
31-08-2021,264310.7462,152,30-11-2020,143,Area5,Project12384
30-09-2021,259503.8884,153,30-11-2020,143,Area5,Project12384
31-10-2021,294931.1802,154,30-11-2020,143,Area5,Project12384
31-01-2021,0,145,31-01-2021,145,Area5,Project12296
28-02-2021,24995.1619,146,31-01-2021,145,Area5,Project12296
31-03-2021,101088.9134,147,31-01-2021,145,Area5,Project12296
30-04-2021,167390.007,148,31-01-2021,145,Area5,Project12296
31-05-2021,238199.5562,149,31-01-2021,145,Area5,Project12296
30-06-2021,382194.5463,150,31-01-2021,145,Area5,Project12296
31-07-2021,332525.6777,151,31-01-2021,145,Area5,Project12296
31-08-2021,305925.2436,152,31-01-2021,145,Area5,Project12296
30-09-2021,402179.025,153,31-01-2021,145,Area5,Project12296
31-10-2021,472023.0926,154,31-01-2021,145,Area5,Project12296
30-11-2021,376114.9686,155,31-01-2021,145,Area5,Project12296
31-12-2021,247930.5175,156,31-01-2021,145,Area5,Project12296
31-12-2020,16803.30726,144,31-12-2020,144,Area3,Project261
31-01-2021,579.7233595,145,31-12-2020,144,Area3,Project261
28-02-2021,475.6672849,146,31-12-2020,144,Area3,Project261
31-03-2021,1069.11621,147,31-12-2020,144,Area3,Project261
30-04-2021,2123.673701,148,31-12-2020,144,Area3,Project261
31-05-2021,1847.199734,149,31-12-2020,144,Area3,Project261
30-06-2021,1028.565297,150,31-12-2020,144,Area3,Project261
31-07-2021,349.4188433,151,31-12-2020,144,Area3,Project261
31-08-2021,1614.513076,152,31-12-2020,144,Area3,Project261
30-09-2021,130.9333766,153,31-12-2020,144,Area3,Project261
31-10-2021,-85.21514932,154,31-12-2020,144,Area3,Project261
30-11-2021,-0.00869315,155,31-12-2020,144,Area3,Project261
30-11-2020,0,143,30-11-2020,143,Area3,Project11017
31-12-2020,0,144,30-11-2020,143,Area3,Project11017
31-01-2021,0,145,30-11-2020,143,Area3,Project11017
28-02-2021,0,146,30-11-2020,143,Area3,Project11017
31-03-2021,1351.310335,147,30-11-2020,143,Area3,Project11017
30-04-2021,6019.453315,148,30-11-2020,143,Area3,Project11017
31-05-2021,8976.665505,149,30-11-2020,143,Area3,Project11017
30-06-2021,4890.113062,150,30-11-2020,143,Area3,Project11017
31-07-2021,2243.234674,151,30-11-2020,143,Area3,Project11017
31-08-2021,1052.434072,152,30-11-2020,143,Area3,Project11017
30-09-2021,6763.896671,153,30-11-2020,143,Area3,Project11017
31-10-2021,8448.042784,154,30-11-2020,143,Area3,Project11017
31-12-2020,11386,144,31-12-2020,144,Area2,Project13330
31-01-2021,11399.82,145,31-12-2020,144,Area2,Project13330
28-02-2021,11226.09,146,31-12-2020,144,Area2,Project13330
31-03-2021,10888.09,147,31-12-2020,144,Area2,Project13330
30-04-2021,10833.73,148,31-12-2020,144,Area2,Project13330
31-05-2021,10827.82,149,31-12-2020,144,Area2,Project13330
30-06-2021,10734.45,150,31-12-2020,144,Area2,Project13330
31-07-2021,10715.54,151,31-12-2020,144,Area2,Project13330
31-08-2021,10760.45,152,31-12-2020,144,Area2,Project13330
30-09-2021,10733.27,153,31-12-2020,144,Area2,Project13330
31-10-2021,10455.54,154,31-12-2020,144,Area2,Project13330
30-11-2021,0,155,31-12-2020,144,Area2,Project13330
31-10-2020,45721,142,31-10-2020,142,Area4,Project6686
30-11-2020,82251,143,31-10-2020,142,Area4,Project6686
31-12-2020,96854,144,31-10-2020,142,Area4,Project6686
31-01-2021,90887.65,145,31-10-2020,142,Area4,Project6686
28-02-2021,116677.63,146,31-10-2020,142,Area4,Project6686
31-03-2021,66439.64,147,31-10-2020,142,Area4,Project6686
30-04-2021,69391.28,148,31-10-2020,142,Area4,Project6686
31-05-2021,84933.07,149,31-10-2020,142,Area4,Project6686
30-06-2021,64627.27,150,31-10-2020,142,Area4,Project6686
31-07-2021,64592.04,151,31-10-2020,142,Area4,Project6686
31-08-2021,63378.62,152,31-10-2020,142,Area4,Project6686
30-09-2021,104596.83,153,31-10-2020,142,Area4,Project6686
30-11-2020,31128,143,30-11-2020,143,Area4,Project6688
31-12-2020,120673,144,30-11-2020,143,Area4,Project6688
31-01-2021,102790.53,145,30-11-2020,143,Area4,Project6688
28-02-2021,141495.64,146,30-11-2020,143,Area4,Project6688
31-03-2021,162521.97,147,30-11-2020,143,Area4,Project6688
30-04-2021,221178.04,148,30-11-2020,143,Area4,Project6688
31-05-2021,141301.87,149,30-11-2020,143,Area4,Project6688
30-06-2021,154085.4,150,30-11-2020,143,Area4,Project6688
31-07-2021,194432.35,151,30-11-2020,143,Area4,Project6688
31-08-2021,107263.71,152,30-11-2020,143,Area4,Project6688
30-09-2021,171812.74,153,30-11-2020,143,Area4,Project6688
31-10-2021,126866.65,154,30-11-2020,143,Area4,Project6688
30-04-2021,0,148,30-04-2021,148,Area2,Project4788
31-05-2021,51138.34434,149,30-04-2021,148,Area2,Project4788
30-06-2021,203699.3547,150,30-04-2021,148,Area2,Project4788
31-07-2021,42552.5393,151,30-04-2021,148,Area2,Project4788
31-08-2021,83887.74174,152,30-04-2021,148,Area2,Project4788
30-09-2021,164823.807,153,30-04-2021,148,Area2,Project4788
31-10-2021,222400.2801,154,30-04-2021,148,Area2,Project4788
30-11-2021,301618.3872,155,30-04-2021,148,Area2,Project4788
31-12-2021,197880.1223,156,30-04-2021,148,Area2,Project4788
31-01-2022,205735.4756,157,30-04-2021,148,Area2,Project4788
28-02-2022,229754.3329,158,30-04-2021,148,Area2,Project4788
31-03-2022,130971.436,159,30-04-2021,148,Area2,Project4788
31-07-2021,2456.647045,151,31-07-2021,151,Area3,Project4789
31-08-2021,3996.496005,152,31-07-2021,151,Area3,Project4789
30-09-2021,25819.84075,153,31-07-2021,151,Area3,Project4789
31-10-2021,6831.968664,154,31-07-2021,151,Area3,Project4789
30-11-2021,10605.63208,155,31-07-2021,151,Area3,Project4789
31-12-2021,5197.653554,156,31-07-2021,151,Area3,Project4789
31-01-2022,6637.201592,157,31-07-2021,151,Area3,Project4789
28-02-2022,6765.149384,158,31-07-2021,151,Area3,Project4789
31-03-2022,1916.290022,159,31-07-2021,151,Area3,Project4789
31-05-2022,0,161,31-07-2021,151,Area3,Project4789
31-07-2021,13634.25,151,31-07-2021,151,Area3,Project4790
31-08-2021,1327.072168,152,31-07-2021,151,Area3,Project4790
30-09-2021,734.8469274,153,31-07-2021,151,Area3,Project4790
31-10-2021,43491.73183,154,31-07-2021,151,Area3,Project4790
30-11-2021,4313.402061,155,31-07-2021,151,Area3,Project4790
31-12-2021,8554.290794,156,31-07-2021,151,Area3,Project4790
31-01-2022,10432.88105,157,31-07-2021,151,Area3,Project4790
28-02-2022,11932.45339,158,31-07-2021,151,Area3,Project4790
31-03-2022,1264.881104,159,31-07-2021,151,Area3,Project4790
31-08-2023,5515.75,176,31-08-2023,176,Area3,Project3797
31-10-2023,39.00680134,178,31-08-2023,176,Area3,Project3797
31-03-2024,0,183,31-08-2023,176,Area3,Project3797
31-12-2020,0,144,31-12-2020,144,Area2,Project13076
31-01-2021,11255.89288,145,31-12-2020,144,Area2,Project13076
28-02-2021,156155.9689,146,31-12-2020,144,Area2,Project13076
31-03-2021,213406.8872,147,31-12-2020,144,Area2,Project13076
30-04-2021,336439.0211,148,31-12-2020,144,Area2,Project13076
31-05-2021,276479.874,149,31-12-2020,144,Area2,Project13076
30-06-2021,305914.202,150,31-12-2020,144,Area2,Project13076
31-07-2021,353008.578,151,31-12-2020,144,Area2,Project13076
31-08-2021,359053.599,152,31-12-2020,144,Area2,Project13076
30-09-2021,414958.9286,153,31-12-2020,144,Area2,Project13076
31-10-2021,409025.3427,154,31-12-2020,144,Area2,Project13076
30-11-2021,377020.7468,155,31-12-2020,144,Area2,Project13076
31-05-2021,249.1640452,149,31-05-2021,149,Area2,Project4529
30-06-2021,2077.251605,150,31-05-2021,149,Area2,Project4529
31-07-2021,0,151,31-05-2021,149,Area2,Project4529
31-08-2021,280.796975,152,31-05-2021,149,Area2,Project4529
30-09-2021,2138.70538,153,31-05-2021,149,Area2,Project4529
31-10-2021,379.8157703,154,31-05-2021,149,Area2,Project4529
30-11-2021,2276.895013,155,31-05-2021,149,Area2,Project4529
31-12-2021,2737.40327,156,31-05-2021,149,Area2,Project4529
31-01-2022,1270.645201,157,31-05-2021,149,Area2,Project4529
28-02-2022,0,158,31-05-2021,149,Area2,Project4529
31-03-2021,0,147,31-03-2021,147,Area3,Project13283
30-04-2021,0,148,31-03-2021,147,Area3,Project13283
31-05-2021,0,149,31-03-2021,147,Area3,Project13283
30-06-2021,0,150,31-03-2021,147,Area3,Project13283
31-07-2021,0,151,31-03-2021,147,Area3,Project13283
31-08-2021,0,152,31-03-2021,147,Area3,Project13283
30-09-2021,0,153,31-03-2021,147,Area3,Project13283
31-10-2021,0,154,31-03-2021,147,Area3,Project13283
30-11-2021,0,155,31-03-2021,147,Area3,Project13283
31-12-2021,0,156,31-03-2021,147,Area3,Project13283
31-01-2022,0,157,31-03-2021,147,Area3,Project13283
28-02-2022,0,158,31-03-2021,147,Area3,Project13283
30-11-2020,0,143,30-11-2020,143,Area1,Project12891
31-12-2020,0,144,30-11-2020,143,Area1,Project12891
31-01-2021,0,145,30-11-2020,143,Area1,Project12891
28-02-2021,0,146,30-11-2020,143,Area1,Project12891
31-03-2021,0,147,30-11-2020,143,Area1,Project12891
30-04-2021,0,148,30-11-2020,143,Area1,Project12891
31-05-2021,0,149,30-11-2020,143,Area1,Project12891
30-06-2021,0,150,30-11-2020,143,Area1,Project12891
31-07-2021,0,151,30-11-2020,143,Area1,Project12891
31-08-2021,0,152,30-11-2020,143,Area1,Project12891
30-09-2021,0,153,30-11-2020,143,Area1,Project12891
31-10-2021,0,154,30-11-2020,143,Area1,Project12891
31-12-2021,37039.03,156,31-12-2021,156,Area3,Project5514
31-01-2022,11722.36788,157,31-12-2021,156,Area3,Project5514
28-02-2022,316.468947,158,31-12-2021,156,Area3,Project5514
30-04-2022,146.7835344,160,31-12-2021,156,Area3,Project5514
31-05-2022,151.0768238,161,31-12-2021,156,Area3,Project5514
30-06-2022,1337.734343,162,31-12-2021,156,Area3,Project5514
31-10-2020,3821,142,31-10-2020,142,Area5,Project13530
30-11-2020,46850,143,31-10-2020,142,Area5,Project13530
31-12-2020,50384,144,31-10-2020,142,Area5,Project13530
31-01-2021,183917.62,145,31-10-2020,142,Area5,Project13530
28-02-2021,411192.1,146,31-10-2020,142,Area5,Project13530
31-03-2021,2002619.62,147,31-10-2020,142,Area5,Project13530
30-04-2021,1633810.92,148,31-10-2020,142,Area5,Project13530
31-05-2021,1676939.63,149,31-10-2020,142,Area5,Project13530
30-06-2021,1804706.89,150,31-10-2020,142,Area5,Project13530
31-07-2021,2468818.11,151,31-10-2020,142,Area5,Project13530
31-08-2021,2331908.56,152,31-10-2020,142,Area5,Project13530
30-09-2021,3396062.02,153,31-10-2020,142,Area5,Project13530
31-01-2021,0,145,31-01-2021,145,Area3,Project11759
28-02-2021,44944,146,31-01-2021,145,Area3,Project11759
31-03-2021,33015.56,147,31-01-2021,145,Area3,Project11759
30-04-2021,32613.21,148,31-01-2021,145,Area3,Project11759
31-05-2021,32595.42,149,31-01-2021,145,Area3,Project11759
30-06-2021,32314.36,150,31-01-2021,145,Area3,Project11759
31-07-2021,32257.44,151,31-01-2021,145,Area3,Project11759
31-08-2021,32392.63,152,31-01-2021,145,Area3,Project11759
30-09-2021,32546,153,31-01-2021,145,Area3,Project11759
31-10-2021,31703.86,154,31-01-2021,145,Area3,Project11759
30-11-2021,31410,155,31-01-2021,145,Area3,Project11759
31-12-2021,31499.6,156,31-01-2021,145,Area3,Project11759
28-02-2021,0,146,28-02-2021,146,Area3,Project11763
31-03-2021,0,147,28-02-2021,146,Area3,Project11763
30-04-2021,0,148,28-02-2021,146,Area3,Project11763
31-05-2021,0,149,28-02-2021,146,Area3,Project11763
30-06-2021,0,150,28-02-2021,146,Area3,Project11763
31-07-2021,0,151,28-02-2021,146,Area3,Project11763
31-08-2021,0,152,28-02-2021,146,Area3,Project11763
31-10-2021,0,154,31-10-2021,154,Area2,Project11761
30-11-2021,25795.91,155,31-10-2021,154,Area2,Project11761
31-12-2021,12934.74,156,31-10-2021,154,Area2,Project11761
31-01-2022,11984.24,157,31-10-2021,154,Area2,Project11761
28-02-2022,11942.96,158,31-10-2021,154,Area2,Project11761
31-03-2022,11612.74,159,31-10-2021,154,Area2,Project11761
30-04-2022,10897.26,160,31-10-2021,154,Area2,Project11761
31-05-2022,10690.88,161,31-10-2021,154,Area2,Project11761
30-06-2022,10278.1,162,31-10-2021,154,Area2,Project11761
31-07-2022,9096.86,163,31-10-2021,154,Area2,Project11761
31-08-2022,9146.43,164,31-10-2021,154,Area2,Project11761
30-09-2022,8675.48,165,31-10-2021,154,Area2,Project11761
30-11-2020,0,143,30-11-2020,143,Area6,Project12349
31-12-2020,18118.71382,144,30-11-2020,143,Area6,Project12349
31-01-2021,58764.72542,145,30-11-2020,143,Area6,Project12349
28-02-2021,102091.5141,146,30-11-2020,143,Area6,Project12349
31-03-2021,92939.19041,147,30-11-2020,143,Area6,Project12349
30-04-2021,86567.129,148,30-11-2020,143,Area6,Project12349
31-05-2021,100302.1683,149,30-11-2020,143,Area6,Project12349
30-06-2021,141385.2137,150,30-11-2020,143,Area6,Project12349
31-07-2021,161149.6228,151,30-11-2020,143,Area6,Project12349
31-08-2021,133932.3468,152,30-11-2020,143,Area6,Project12349
30-09-2021,105056.7621,153,30-11-2020,143,Area6,Project12349
31-10-2021,113702.5578,154,30-11-2020,143,Area6,Project12349
30-11-2020,22101,143,30-11-2020,143,Area2,Project1277
31-12-2020,1297.862114,144,30-11-2020,143,Area2,Project1277
31-01-2021,1057.9606,145,30-11-2020,143,Area2,Project1277
28-02-2021,0,146,30-11-2020,143,Area2,Project1277
30-11-2020,0,143,30-11-2020,143,Area3,Project5368
31-12-2020,0,144,30-11-2020,143,Area3,Project5368
31-01-2021,0,145,30-11-2020,143,Area3,Project5368
28-02-2021,0,146,30-11-2020,143,Area3,Project5368
31-03-2021,0,147,30-11-2020,143,Area3,Project5368
30-04-2021,0,148,30-11-2020,143,Area3,Project5368
31-05-2021,0,149,30-11-2020,143,Area3,Project5368
30-06-2021,0,150,30-11-2020,143,Area3,Project5368
31-07-2021,0,151,30-11-2020,143,Area3,Project5368
31-08-2021,0,152,30-11-2020,143,Area3,Project5368
30-09-2021,0,153,30-11-2020,143,Area3,Project5368
31-10-2021,0,154,30-11-2020,143,Area3,Project5368
31-12-2020,0,144,31-12-2020,144,Area1,Project5428
31-01-2021,19165.1646,145,31-12-2020,144,Area1,Project5428
28-02-2021,30707.12794,146,31-12-2020,144,Area1,Project5428
31-03-2021,31245.70928,147,31-12-2020,144,Area1,Project5428
30-04-2021,31849.96652,148,31-12-2020,144,Area1,Project5428
31-05-2021,25282.40875,149,31-12-2020,144,Area1,Project5428
30-06-2021,27485.81083,150,31-12-2020,144,Area1,Project5428
31-07-2021,27661.26163,151,31-12-2020,144,Area1,Project5428
31-08-2021,33665.6375,152,31-12-2020,144,Area1,Project5428
30-09-2021,51977.35732,153,31-12-2020,144,Area1,Project5428
31-10-2021,49072.15389,154,31-12-2020,144,Area1,Project5428
30-11-2021,45385.17386,155,31-12-2020,144,Area1,Project5428
31-03-2021,0,147,31-03-2021,147,Area3,Project6610
30-04-2021,0,148,31-03-2021,147,Area3,Project6610
31-05-2021,16536.28,149,31-03-2021,147,Area3,Project6610
30-06-2021,16321.02071,150,31-03-2021,147,Area3,Project6610
31-07-2021,20606.55526,151,31-03-2021,147,Area3,Project6610
31-08-2021,20529.98131,152,31-03-2021,147,Area3,Project6610
30-09-2021,20022.15757,153,31-03-2021,147,Area3,Project6610
31-10-2021,19688.23784,154,31-03-2021,147,Area3,Project6610
30-11-2021,0,155,31-03-2021,147,Area3,Project6610
31-12-2021,0,156,31-03-2021,147,Area3,Project6610
31-01-2022,0,157,31-03-2021,147,Area3,Project6610
28-02-2022,0,158,31-03-2021,147,Area3,Project6610
31-03-2021,-6.194267805,147,31-03-2021,147,Area1,Project13563
30-04-2021,245.6374588,148,31-03-2021,147,Area1,Project13563
31-05-2021,114.8893415,149,31-03-2021,147,Area1,Project13563
30-06-2021,86.35449596,150,31-03-2021,147,Area1,Project13563
31-07-2021,138.9902316,151,31-03-2021,147,Area1,Project13563
31-08-2021,-29.46803809,152,31-03-2021,147,Area1,Project13563
30-09-2021,0,153,31-03-2021,147,Area1,Project13563
31-12-2021,0,156,31-03-2021,147,Area1,Project13563
28-02-2021,0,146,28-02-2021,146,Area2,Project6488
31-03-2021,157804.3175,147,28-02-2021,146,Area2,Project6488
30-04-2021,329616.68,148,28-02-2021,146,Area2,Project6488
31-05-2021,300440.3182,149,28-02-2021,146,Area2,Project6488
30-06-2021,510470.3101,150,28-02-2021,146,Area2,Project6488
31-07-2021,832004.8003,151,28-02-2021,146,Area2,Project6488
31-08-2021,792183.5232,152,28-02-2021,146,Area2,Project6488
30-09-2021,948607.7955,153,28-02-2021,146,Area2,Project6488
31-10-2021,925385.505,154,28-02-2021,146,Area2,Project6488
30-11-2021,837086.0636,155,28-02-2021,146,Area2,Project6488
31-12-2021,959864.9491,156,28-02-2021,146,Area2,Project6488
31-01-2022,1210810.419,157,28-02-2021,146,Area2,Project6488
30-11-2021,12090.75,155,30-11-2021,155,Area2,Project6490
31-12-2021,1151.520134,156,30-11-2021,155,Area2,Project6490
31-01-2022,21516.10905,157,30-11-2021,155,Area2,Project6490
28-02-2022,1119.151073,158,30-11-2021,155,Area2,Project6490
31-03-2022,361.0408684,159,30-11-2021,155,Area2,Project6490
30-04-2022,62.12873904,160,30-11-2021,155,Area2,Project6490
31-05-2022,62.18877287,161,30-11-2021,155,Area2,Project6490
30-06-2022,497.9570703,162,30-11-2021,155,Area2,Project6490
31-01-2022,1299.12,157,31-01-2022,157,Area2,Project6495
28-02-2022,433.04,158,31-01-2022,157,Area2,Project6495
30-04-2022,89.31002056,160,31-01-2022,157,Area2,Project6495
30-06-2022,357.0021022,162,31-01-2022,157,Area2,Project6495
30-11-2020,3733,143,30-11-2020,143,Area2,Project14408
31-12-2020,3757,144,30-11-2020,143,Area2,Project14408
31-01-2021,3761.94,145,30-11-2020,143,Area2,Project14408
28-02-2021,3704.61,146,30-11-2020,143,Area2,Project14408
31-03-2021,3593.07,147,30-11-2020,143,Area2,Project14408
30-04-2021,3575.13,148,30-11-2020,143,Area2,Project14408
31-05-2021,3573.18,149,30-11-2020,143,Area2,Project14408
30-06-2021,3542.37,150,30-11-2020,143,Area2,Project14408
31-07-2021,3536.13,151,30-11-2020,143,Area2,Project14408
31-08-2021,3550.95,152,30-11-2020,143,Area2,Project14408
31-12-2020,0,144,31-12-2020,144,Area2,Project7180
31-01-2021,0,145,31-12-2020,144,Area2,Project7180
28-02-2021,113202.0706,146,31-12-2020,144,Area2,Project7180
31-03-2021,97262.35647,147,31-12-2020,144,Area2,Project7180
30-04-2021,125830.9137,148,31-12-2020,144,Area2,Project7180
31-05-2021,106892.0908,149,31-12-2020,144,Area2,Project7180
30-06-2021,114021.1742,150,31-12-2020,144,Area2,Project7180
31-07-2021,114383.0619,151,31-12-2020,144,Area2,Project7180
31-08-2021,196443.6205,152,31-12-2020,144,Area2,Project7180
30-09-2021,154558.1231,153,31-12-2020,144,Area2,Project7180
31-10-2021,237005.647,154,31-12-2020,144,Area2,Project7180
30-11-2021,228495.4205,155,31-12-2020,144,Area2,Project7180
31-01-2021,5525.29912,145,31-01-2021,145,Area3,Project91
28-02-2021,341.5170476,146,31-01-2021,145,Area3,Project91
31-03-2021,7355.730527,147,31-01-2021,145,Area3,Project91
30-04-2021,537.1963325,148,31-01-2021,145,Area3,Project91
31-07-2021,8034.600739,151,31-01-2021,145,Area3,Project91
31-08-2021,15037.33849,152,31-01-2021,145,Area3,Project91
30-09-2021,20229.38686,153,31-01-2021,145,Area3,Project91
31-10-2021,9540.275705,154,31-01-2021,145,Area3,Project91
30-11-2021,4453.378695,155,31-01-2021,145,Area3,Project91
31-12-2021,2093.635531,156,31-01-2021,145,Area3,Project91
31-01-2021,-38.39604183,145,31-01-2021,145,Area2,Project1266
28-02-2021,0.0034045,146,31-01-2021,145,Area2,Project1266
30-11-2020,0,143,30-11-2020,143,Area3,Project5347
31-12-2020,0,144,30-11-2020,143,Area3,Project5347
31-01-2021,0,145,30-11-2020,143,Area3,Project5347
28-02-2021,0,146,30-11-2020,143,Area3,Project5347
31-03-2021,2229.907351,147,30-11-2020,143,Area3,Project5347
30-04-2021,50.73445094,148,30-11-2020,143,Area3,Project5347
31-05-2021,4.113086754,149,30-11-2020,143,Area3,Project5347
30-06-2021,89.76343821,150,30-11-2020,143,Area3,Project5347
31-07-2021,486.6931253,151,30-11-2020,143,Area3,Project5347
31-08-2021,40.18417225,152,30-11-2020,143,Area3,Project5347
30-09-2021,400.7089711,153,30-11-2020,143,Area3,Project5347
31-10-2021,2176.47951,154,30-11-2020,143,Area3,Project5347
31-12-2020,16434,144,31-12-2020,144,Area2,Project13298
31-01-2021,16454.94,145,31-12-2020,144,Area2,Project13298
28-02-2021,16204.17,146,31-12-2020,144,Area2,Project13298
31-03-2021,15716.29,147,31-12-2020,144,Area2,Project13298
30-04-2021,15637.82,148,31-12-2020,144,Area2,Project13298
31-05-2021,15629.29,149,31-12-2020,144,Area2,Project13298
